# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-a" "00ref/UCSC_hg19_chr19_gene_annotation.gtf" "-o" "08feature_count/out_counts.txt" "04align_out/adrenalAligned.sortedByCoord.out.bam" "04align_out/brainAligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	04align_out/adrenalAligned.sortedByCoord.out.bam	04align_out/brainAligned.sortedByCoord.out.bam
SMARCA4	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	11071598;11071598;11071808;11091453;11094797;11094797;11094797;11094828;11094828;11094828;11094828;11095949;11095949;11095949;11095949;11095949;11095949;11095949;11096865;11096865;11096865;11096865;11096865;11096865;11096865;11097581;11097581;11097581;11097581;11097581;11097581;11097581;11098342;11098342;11098342;11098342;11098342;11098342;11098342;11099993;11099993;11099993;11099993;11099993;11099993;11099993;11101826;11101826;11101826;11101826;11101826;11101826;11101826;11105504;11105504;11105504;11105504;11105504;11105504;11105504;11106889;11106889;11106889;11106889;11106889;11106889;11106889;11107170;11107170;11107170;11107170;11107170;11107170;11107170;11113705;11113705;11113705;11113705;11113705;11113705;11113705;11114016;11114016;11114016;11114016;11114016;11114016;11114016;11118578;11118578;11118578;11118578;11118578;11118578;11118578;11121057;11121057;11121057;11121057;11121057;11121057;11121057;11123625;11123625;11123625;11123625;11123625;11123625;11123625;11129633;11129633;11129633;11129633;11129633;11129633;11129633;11130267;11130267;11130267;11130267;11130267;11130267;11130267;11132401;11132401;11132401;11132401;11132401;11132401;11132401;11134194;11134194;11134194;11134194;11134194;11134194;11134194;11135007;11135007;11135007;11135007;11135007;11135007;11135007;11136098;11136098;11136098;11136098;11136098;11136098;11136098;11136976;11136976;11136976;11136976;11136976;11136976;11136976;11138460;11138460;11138460;11138460;11138460;11138460;11138460;11141406;11141406;11141406;11141406;11141406;11141406;11141406;11143966;11143966;11143966;11143966;11143966;11143966;11143966;11144443;11144443;11144443;11144799;11144799;11144799;11144799;11144799;11144799;11144799;11145590;11145590;11145590;11145590;11145590;11145590;11145590;11150134;11151974;11151974;11151983;11151983;11151983;11151983;11151983;11168931;11168931;11168931;11168931;11168931;11168934;11168934;11169464;11169464;11169464;11169464;11169464;11169464;11169464;11170429;11170429;11170429;11170429;11170429;11170429;11170429;11170721;11170721;11170721;11170721;11170721;11170721;11170721;11172460;11172460;11172460;11172460;11172460;11172460;11172460	11071850;11071850;11071850;11091528;11095049;11095049;11095049;11095049;11095049;11095049;11095049;11096081;11096081;11096081;11096081;11096081;11096081;11096081;11097269;11097269;11097269;11097269;11097269;11097269;11097269;11097679;11097679;11097679;11097679;11097679;11097679;11097679;11098600;11098600;11098600;11098600;11098600;11098600;11098600;11100119;11100119;11100119;11100119;11100119;11100119;11100119;11101999;11101999;11101999;11101999;11101999;11101999;11101999;11105677;11105677;11105677;11105677;11105677;11105677;11105677;11107056;11107056;11107056;11107056;11107056;11107056;11107056;11107220;11107220;11107220;11107220;11107220;11107220;11107220;11113835;11113835;11113835;11113835;11113835;11113835;11113835;11114073;11114073;11114073;11114073;11114073;11114073;11114073;11118699;11118699;11118699;11118699;11118699;11118699;11118699;11121207;11121207;11121207;11121207;11121207;11121207;11121207;11123788;11123788;11123788;11123788;11123788;11123788;11123788;11129699;11129699;11129699;11129699;11129699;11129699;11129699;11130377;11130377;11130377;11130377;11130377;11130377;11130377;11132643;11132643;11132643;11132643;11132643;11132643;11132643;11134307;11134307;11134307;11134307;11134307;11134307;11134307;11135114;11135114;11135114;11135114;11135114;11135114;11135114;11136184;11136184;11136184;11136184;11136184;11136184;11136184;11137022;11137022;11137022;11137022;11137022;11137022;11137022;11138626;11138626;11138626;11138626;11138626;11138626;11138626;11141569;11141569;11141569;11141569;11141569;11141569;11141569;11144193;11144193;11144193;11144193;11144193;11144193;11144193;11144541;11144541;11144541;11144876;11144876;11144876;11144876;11144876;11144876;11144876;11145808;11145808;11145808;11145808;11145808;11145808;11145808;11150229;11152236;11152236;11152236;11152236;11152236;11152236;11152236;11169039;11169039;11169039;11169039;11169039;11169039;11169039;11169565;11169565;11169565;11169565;11169565;11169565;11169565;11170561;11170561;11170561;11170561;11170561;11170561;11170561;11170863;11170863;11170863;11170863;11170863;11170863;11170863;11172958;11172958;11172958;11172958;11172958;11172958;11172958	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5875	0	0
LDLR	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	11200038;11200038;11200038;11200038;11200038;11200038;11210899;11210899;11210899;11210899;11210899;11210899;11213340;11213340;11213340;11213340;11215896;11215896;11215896;11216038;11217241;11217241;11217241;11217241;11217241;11218068;11218068;11218068;11218068;11218068;11218068;11221328;11221328;11221328;11221328;11221328;11221328;11222190;11222190;11222190;11222190;11222190;11222190;11223954;11223954;11223954;11223954;11223954;11223954;11224211;11224211;11224211;11224211;11224211;11224211;11226770;11226770;11226770;11226770;11226770;11226770;11227535;11227535;11227535;11227535;11227535;11227535;11230768;11230768;11230768;11230768;11230768;11230768;11231046;11231046;11231046;11231046;11231046;11233850;11233850;11233850;11233850;11233850;11233850;11238684;11238684;11238684;11238684;11238684;11238684;11240189;11240189;11240189;11240189;11240189;11240189;11241957;11241957;11241957;11241957;11241957;11241963	11200291;11200291;11200291;11200291;11200291;11200291;11211021;11211021;11210923;11211021;11211021;11211021;11213462;11213462;11213462;11213462;11216276;11216276;11216276;11216276;11217363;11217363;11217363;11217363;11217363;11218190;11218190;11218190;11218190;11218190;11218190;11221447;11221447;11221447;11221447;11221447;11221447;11222315;11222315;11222315;11222315;11222315;11222315;11224125;11224125;11224125;11224125;11224125;11224125;11224438;11224438;11224438;11224438;11224438;11224438;11226888;11226888;11226888;11226888;11226888;11226888;11227674;11227674;11227674;11227674;11227674;11227674;11230909;11230909;11230909;11230909;11230909;11230909;11231198;11231198;11231198;11231198;11231198;11234020;11234020;11234020;11234020;11234020;11234020;11238761;11238761;11238761;11238761;11238761;11238761;11240346;11240346;11240346;11240346;11240346;11240346;11244505;11244505;11244505;11244505;11244505;11244505	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5283	0	0
SPC24	chr19;chr19;chr19;chr19;chr19	11257831;11258494;11258689;11259770;11266293	11257965;11258570;11258793;11259914;11266484	-;-;-;-;-	654	0	0
KANK2	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	11274943;11274943;11280553;11280553;11280724;11280724;11283657;11283657;11285149;11285149;11286578;11286578;11287254;11287254;11289021;11289021;11289229;11289229;11303507;11303507;11305151;11305151;11306298;11308161	11277287;11277287;11280642;11280642;11280924;11280924;11283799;11283799;11285368;11285368;11286665;11286665;11287493;11287493;11289147;11289123;11289396;11289396;11304718;11304718;11305266;11305266;11306496;11308243	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5232	0	0
DOCK6	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	11309969;11310984;11311392;11311585;11312565;11313070;11313260;11314757;11314876;11319362;11319587;11322452;11322669;11323852;11324951;11325229;11326063;11326477;11327590;11327907;11332527;11332785;11333411;11333669;11338013;11339616;11343879;11346274;11347022;11347469;11348132;11348317;11348721;11348863;11352721;11353735;11353934;11354233;11354478;11356239;11356488;11358742;11361550;11362795;11363158;11363459;11364315;11373073	11310215;11311145;11311498;11311728;11312801;11313159;11313385;11314771;11315007;11319505;11319779;11322552;11322827;11324004;11325085;11325325;11326147;11326603;11327772;11328067;11332696;11332924;11333581;11333782;11338153;11339711;11344042;11346435;11347253;11347555;11348233;11348455;11348791;11348980;11352883;11353828;11354061;11354386;11354558;11356388;11356554;11358827;11361762;11362924;11363226;11363634;11364402;11373168	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6400	0	0
C19orf80	chr19;chr19;chr19;chr19	11350295;11350811;11352121;11352336	11350610;11350972;11352230;11352619	+;+;+;+	872	0	0
TSPAN16	chr19;chr19;chr19;chr19;chr19;chr19;chr19	11406824;11408818;11409548;11411877;11417280;11422815;11437470	11407042;11409015;11409622;11411984;11417432;11422898;11437672	+;+;+;+;+;+;+	1040	0	0
RAB3D	chr19;chr19;chr19;chr19;chr19	11432722;11446123;11446341;11447848;11450145	11436261;11446247;11446459;11448136;11450344	-;-;-;-;-	4273	0	0
TMEM205	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	11453452;11453452;11453452;11455928;11455928;11455928;11456196;11456196;11456196;11456684;11456803	11453796;11453796;11453796;11456091;11456091;11456091;11456981;11456304;11456304;11456981;11456981	-;-;-;-;-;-;-;-;-;-;-	1295	0	0
CCDC159	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	11457181;11460330;11460614;11460794;11461484;11462582;11462733;11464127;11464468;11465256;11465549	11457303;11460363;11460702;11460875;11461679;11462649;11462809;11464248;11464550;11465372;11465620	+;+;+;+;+;+;+;+;+;+;+	1063	0	0
LPPR2	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	11466062;11466062;11467478;11467478;11468336;11468336;11470208;11470283;11470497;11470497;11471893;11471893;11473189;11473189;11474389;11474389;11474837;11474837;11475023;11475023	11466248;11466248;11467652;11467652;11468415;11468415;11470396;11470396;11470632;11470632;11472164;11472164;11473365;11473365;11474511;11474495;11474888;11474888;11476374;11476374	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2743	0	0
SWSAP1	chr19;chr19	11485383;11486189	11485605;11487627	+;+	1662	0	0
EPOR	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	11487881;11487881;11489367;11489367;11491560;11491560;11491732;11491732;11492368;11492368;11492606;11492606;11493523;11493773;11494769;11494769	11489271;11489271;11489454;11489454;11491647;11491647;11491885;11491885;11492525;11492525;11492781;11492781;11493908;11493908;11495018;11495018	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2691	0	0
RGL3	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	11504732;11504732;11507920;11507920;11508121;11508121;11510531;11510531;11510716;11510716;11510878;11510878;11512687;11512687;11512891;11512891;11513131;11513131;11513326;11513326;11515823;11515823;11515999;11515999;11517095;11517095;11517398;11517398;11526613;11526613;11527288;11527288;11527510;11527510;11529347;11529347;11529922;11529922	11505196;11505196;11508034;11508034;11508273;11508273;11510645;11510627;11510784;11510784;11510973;11510973;11512808;11512808;11512923;11512923;11513217;11513217;11513382;11513382;11515907;11515907;11516102;11516102;11517310;11517310;11517540;11517540;11526824;11526824;11527341;11527341;11527733;11527733;11529460;11529460;11530018;11530018	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2561	0	0
CCDC151	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	11531272;11531796;11532345;11533139;11533369;11534546;11536964;11537266;11537503;11537693;11541519;11541719;11545594	11531615;11531880;11532500;11533295;11533529;11534698;11537086;11537391;11537604;11537860;11541596;11541840;11545980	-;-;-;-;-;-;-;-;-;-;-;-;-	2162	0	0
PRKCSH	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	11546269;11546269;11546862;11546862;11547210;11547210;11548697;11548697;11548888;11548888;11552055;11552055;11553201;11553201;11556204;11556204;11557087;11557087;11557889;11557889;11558254;11558254;11558508;11558538;11559037;11559037;11559355;11559355;11559729;11559729;11559891;11559891;11560081;11560081;11561461;11561461	11546527;11546527;11547017;11547017;11547326;11547326;11548792;11548792;11548945;11548945;11552172;11552172;11553330;11553330;11556288;11556288;11557165;11557165;11557975;11557975;11558412;11558433;11558604;11558604;11559106;11559106;11559444;11559444;11559803;11559803;11559990;11559990;11560243;11560243;11561782;11561782	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2282	0	0
ELAVL3	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	11562143;11562143;11567925;11567925;11568876;11568876;11569273;11569273;11576987;11576987;11577423;11577423;11591415;11591415	11565671;11565692;11567963;11567963;11569101;11569101;11569426;11569426;11577090;11577090;11577642;11577642;11591803;11591803	-;-;-;-;-;-;-;-;-;-;-;-;-;-	4682	0	0
ZNF653	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	11594242;11594857;11596471;11597584;11597802;11598107;11606765;11609111;11616303	11594674;11594956;11596585;11597695;11597973;11598718;11606980;11609154;11616738	-;-;-;-;-;-;-;-;-	2240	0	0
ECSIT	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	11616731;11616731;11616731;11616731;11618272;11618272;11618272;11618272;11618517;11618517;11618517;11618806;11618806;11618806;11618806;11623871;11623871;11623871;11624619;11624619;11624619;11629890;11629890;11629890;11629890;11639560;11639877;11639877;11639877	11617243;11617243;11617243;11617243;11618377;11618377;11618377;11618377;11618665;11618544;11618665;11618863;11618863;11618863;11618863;11624094;11624094;11624094;11625036;11625036;11625036;11630008;11630008;11630008;11630008;11639680;11639987;11639987;11639987	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1819	0	0
CNN1	chr19;chr19;chr19;chr19;chr19;chr19;chr19	11649579;11651891;11657490;11657647;11658612;11660138;11660365	11649805;11652012;11657556;11657784;11658722;11660284;11661138	+;+;+;+;+;+;+	1586	0	0
ELOF1	chr19;chr19;chr19;chr19	11663858;11664826;11665047;11670006	11664625;11664896;11665180;11670051	-;-;-;-	1019	0	0
ACP5	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	11685475;11685475;11685475;11685475;11687058;11687058;11687058;11687058;11687531;11687531;11687531;11687531;11687872;11687872;11687872;11687872;11688408;11688408;11688408;11688408;11689400;11689400;11689659;11689659	11686067;11686067;11686067;11686067;11687403;11687403;11687403;11687403;11687658;11687658;11687658;11687658;11688132;11688132;11688132;11688132;11688494;11688553;11688494;11688494;11689592;11689472;11689801;11689801	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1810	0	0
ZNF627	chr19;chr19;chr19;chr19	11708235;11725342;11725642;11727510	11708445;11725468;11725702;11729974	+;+;+;+	2864	0	0
ZNF833P	chr19;chr19;chr19	11784813;11793361;11795691	11784991;11793487;11797384	+;+;+	2000	0	0
ZNF823	chr19;chr19;chr19;chr19	11832080;11835009;11836016;11849632	11834157;11835069;11836142;11849760	-;-;-;-	2395	0	0
ZNF441	chr19;chr19;chr19;chr19	11877815;11888426;11889145;11890834	11878011;11888552;11889208;11894893	+;+;+;+	4448	0	0
ZNF491	chr19;chr19;chr19	11909391;11915357;11916762	11909542;11915482;11919306	+;+;+	2823	0	0
ZNF440	chr19;chr19;chr19;chr19	11925107;11941098;11941432;11942183	11925265;11941224;11941492;11946016	+;+;+;+	4181	0	0
ZNF439	chr19;chr19;chr19	11976844;11977352;11978121	11977146;11977412;11980306	+;+;+	2550	0	0
ZNF69	chr19;chr19;chr19;chr19;chr19	11998670;12014430;12014720;12015464;12024224	11998801;12014514;12014780;12015702;12025365	+;+;+;+;+	1659	0	0
ZNF700	chr19;chr19;chr19;chr19	12035900;12057996;12058329;12059091	12036088;12058122;12058389;12061578	+;+;+;+	2865	0	0
ZNF763	chr19;chr19;chr19;chr19	12075869;12087844;12088186;12088931	12076026;12087979;12088246;12091198	+;+;+;+	2623	0	0
ZNF433	chr19;chr19;chr19;chr19	12125532;12128691;12128981;12146352	12127481;12128751;12129116;12146525	-;-;-;-	2321	0	0
ZNF878	chr19;chr19;chr19;chr19	12154620;12157183;12157449;12163614	12156024;12157243;12157575;12163782	-;-;-;-	1762	0	0
ZNF844	chr19;chr19;chr19;chr19	12175546;12184846;12185176;12186127	12175691;12184972;12185236;12188626	+;+;+;+	2834	0	0
ZNF788	chr19;chr19;chr19	12203078;12221120;12222061	12203285;12221246;12225494	+;+;+	3769	0	0
ZNF20	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	12242168;12242168;12246315;12246315;12246584;12246584;12250995;12250995	12244800;12244800;12246375;12246375;12246710;12246719;12251222;12251222	-;-;-;-;-;-;-;-	3058	0	0
ZNF625-ZNF20	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	12242168;12246315;12246584;12250995;12253456;12258210;12258491;12267371	12244800;12246375;12246719;12251140;12253530;12258270;12258617;12267546	-;-;-;-;-;-;-;-	3415	0	0
ZNF625	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	12255709;12255709;12258210;12258210;12258491;12258495;12267371;12267371	12257039;12257039;12258270;12258270;12258617;12258617;12267546;12267546	-;-;-;-;-;-;-;-	1695	0	0
ZNF136	chr19;chr19;chr19;chr19	12273872;12296600;12296929;12297385	12274021;12296726;12296989;12300064	+;+;+;+	3018	0	0
ZNF44	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	12382625;12382625;12385788;12385788;12386771;12386771;12404047;12405507;12405507	12384878;12384878;12385848;12385848;12386897;12386897;12404190;12405714;12405714	-;-;-;-;-;-;-;-;-	2794	0	0
ZNF563	chr19;chr19;chr19;chr19	12428304;12432086;12433399;12444294	12430647;12432146;12433525;12444534	-;-;-;-	2773	0	0
ZNF442	chr19;chr19;chr19;chr19;chr19;chr19	12460185;12462824;12463802;12474368;12475616;12476347	12462132;12462884;12463928;12474485;12476057;12476475	-;-;-;-;-;-	2825	0	0
ZNF799	chr19;chr19;chr19;chr19	12500828;12503417;12504111;12511882	12503020;12503477;12504237;12512088	-;-;-;-	2588	0	0
ZNF443	chr19;chr19;chr19;chr19	12540520;12543191;12543885;12551726	12542794;12543251;12544011;12551926	-;-;-;-	2664	0	0
ZNF709	chr19;chr19;chr19;chr19	12571998;12577276;12577538;12595469	12576547;12577333;12577664;12595632	-;-;-;-	4899	0	0
ZNF564	chr19;chr19;chr19;chr19	12636184;12639118;12639384;12662144	12638730;12639178;12639510;12662356	-;-;-;-	2948	0	0
ZNF490	chr19;chr19;chr19;chr19;chr19	12686920;12693664;12694244;12719972;12721378	12692538;12693724;12694370;12720016;12721623	-;-;-;-;-	6098	0	0
ZNF791	chr19;chr19;chr19;chr19	12721732;12734514;12735464;12738535	12721896;12734640;12735524;12740676	+;+;+;+	2495	0	0
MAN2B1	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	12757322;12757322;12758047;12758047;12758257;12758257;12758989;12758989;12759950;12759950;12760155;12760155;12760727;12760727;12760918;12760918;12762967;12762967;12763177;12763177;12766508;12766508;12767385;12767385;12767763;12767763;12768260;12768260;12768877;12768877;12769038;12769038;12769242;12769242;12772074;12772074;12774131;12774131;12774517;12774517;12775606;12775606;12776166;12776166;12776517;12776517;12777357;12777357	12757546;12757546;12758149;12758149;12758412;12758412;12759216;12759216;12760030;12760030;12760242;12760242;12760828;12760828;12761036;12761036;12763084;12763084;12763274;12763274;12766693;12766693;12767501;12767501;12767870;12767870;12768369;12768369;12768955;12768955;12769158;12769158;12769324;12769321;12772190;12772190;12774276;12774276;12774649;12774649;12775799;12775799;12776339;12776339;12776619;12776619;12777591;12777591	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3224	0	0
WDR83	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	12777618;12777618;12779322;12779322;12780517;12780569;12780569;12780791;12780791;12780791;12780994;12780994;12780994;12781377;12781377;12781377;12781509;12781509;12781509;12783661;12783661;12783661;12783822;12783822;12783822;12784016;12784016;12784016;12786337;12786337;12786337	12777806;12777806;12779441;12779441;12780707;12780707;12780707;12780911;12780911;12780894;12781099;12781099;12781099;12781425;12781425;12781425;12781635;12781635;12781635;12783728;12783728;12783728;12783930;12783930;12783930;12784130;12784130;12784130;12786646;12786646;12786646	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1505	0	0
WDR83OS	chr19;chr19;chr19;chr19	12778881;12779334;12779942;12780168	12779239;12779431;12780047;12780465	-;-;-;-	861	0	0
DHPS	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	12786531;12786531;12786531;12786531;12786831;12786831;12786831;12786831;12787922;12787922;12788105;12788105;12788105;12788105;12790271;12790271;12790271;12790271;12790437;12790437;12790437;12790437;12790615;12790615;12790615;12790615;12790975;12790975;12790975;12790975;12791847;12792374;12792374;12792374	12786747;12786747;12786747;12786747;12786919;12786956;12786956;12786956;12788025;12788025;12788210;12788210;12788210;12788210;12790357;12790357;12790357;12790357;12790533;12790533;12790533;12790533;12790736;12790736;12790736;12790736;12791139;12791139;12791139;12791139;12792025;12792701;12792701;12792701	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1531	0	0
FBXW9	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	12799730;12800186;12800355;12800575;12800776;12801980;12802156;12805408;12805613;12806987	12800104;12800251;12800444;12800688;12800924;12802071;12802268;12805536;12805752;12807455	-;-;-;-;-;-;-;-;-;-	1737	0	0
